slat,slon,pdate
43.11473,-69.41564,2017-12-17 18:27:37
42.5309,-70.04262,2017-05-17 13:14:41
43.06853,-69.45271,2017-12-17 20:03:36
41.575959999999995,-70.22716,2016-12-13 13:32:18
42.45109,-70.01006000000001,2017-05-17 15:09:42
43.03643,-69.44823000000001,2017-12-17 21:08:49
41.52733,-70.22694,2016-12-13 14:59:29
42.341080000000005,-70.04322,2017-05-17 18:14:16
43.13051,-69.50594,2017-12-18 11:48:43
41.53085,-70.13132,2016-12-13 16:30:58
42.25786,-70.19369999999999,2017-05-17 20:44:38
43.11821,-69.55534,2017-12-18 13:11:37
42.03116,-70.21151,2016-12-13 18:51:36
43.06888,-69.53285,2017-12-18 14:44:40
42.069520000000004,-70.14604,2016-12-13 20:10:07
42.1926,-70.41967,2017-05-23 10:52:52
43.02281,-69.55878,2017-12-18 16:28:55
42.0348,-70.01249,2016-12-14 12:11:10
42.2449,-70.4761,2017-05-23 12:17:57
42.22204,-69.44664,2016-12-14 16:18:18
42.30517,-70.4365,2017-05-23 13:54:19
42.22967,-70.32333,2018-01-03 13:22:59
42.262190000000004,-69.4528,2016-12-14 17:40:36
42.31573,-70.34555999999999,2017-05-23 15:19:45
42.204679999999996,-70.38279,2018-01-03 17:50:11
42.29354,-69.49363,2016-12-14 19:34:34
42.24557,-70.31244,2017-05-23 16:55:48
42.255649999999996,-70.24579,2016-12-20 12:28:54
42.05704,-70.32062,2017-06-10 10:46:57
42.32184,-70.22109999999999,2018-01-10 14:17:45
42.30886,-70.22246,2016-12-20 14:10:52
41.482020000000006,-70.24110999999999,2017-06-10 14:05:10
42.33955,-70.25188,2018-01-10 16:12:48
42.32511,-70.05859000000001,2016-12-20 16:48:36
41.508869999999995,-70.17974,2017-06-10 15:16:22
42.34174,-70.18735,2018-01-10 18:14:11
42.37459,-69.5864,2016-12-20 18:30:09
41.54984,-70.12175,2017-06-10 16:32:23
42.30018,-70.08888,2018-01-10 20:17:16
42.399179999999994,-70.03347,2016-12-20 20:03:24
42.3086,-69.58215,2018-01-11 12:13:57
42.407489999999996,-70.06824,2016-12-20 20:52:20
42.05298,-70.2045,2017-06-10 20:09:35
42.25429,-70.00046,2018-01-11 13:54:20
42.428779999999996,-70.41909,2016-12-21 12:28:21
42.07304,-70.15477,2017-06-10 21:12:06
42.16034,-70.03247,2018-01-11 16:29:57
42.102030000000006,-70.02453,2018-01-11 18:24:19
42.56109000000001,-69.5758,2017-06-12 16:16:29
42.12014,-70.09148,2018-01-11 20:05:26
43.08811,-70.19131,2016-12-21 20:02:23
43.07928,-69.57451,2017-06-12 18:26:04
42.12162,-70.13706,2018-01-11 21:08:00
43.093230000000005,-70.00507999999999,2017-06-12 20:00:44
41.55593,-70.09764,2018-01-12 12:04:11
43.140829999999994,-70.02707000000001,2016-12-22 14:16:21
43.12137,-70.09313,2017-06-12 21:33:10
41.492169999999994,-70.24601,2018-01-12 14:43:59
43.11096,-69.52177,2016-12-22 16:09:22
43.11855,-70.16194,2017-06-12 23:05:21
41.57424,-70.21833,2018-01-12 16:26:06
43.0489,-69.53723,2016-12-22 17:59:37
43.18371,-70.12637,2017-06-13 10:39:31
42.59082,-69.57013,2016-12-22 19:45:37
43.211000000000006,-70.06770999999999,2017-06-13 11:53:15
42.01163,-70.27100999999999,2018-01-12 17:55:52
43.244679999999995,-70.14259,2017-06-13 13:54:00
42.01991,-70.34497999999999,2018-01-12 19:45:10
42.31704,-70.33625,2016-12-28 13:52:04
43.2733,-70.11129,2017-06-13 15:22:18
42.31716,-70.27523000000001,2016-12-28 15:12:44
43.25135,-69.56255,2017-06-13 17:24:03
42.39368,-70.28013,2018-01-18 14:25:57
43.20556,-69.50549,2017-06-13 18:42:26
42.49258,-70.23697,2018-01-18 16:47:23
42.424769999999995,-70.1998,2016-12-28 20:00:14
43.16819,-69.46732,2017-06-13 19:54:50
42.46387,-70.34276,2018-01-18 18:38:10
42.40645000000001,-70.13339,2016-12-28 21:19:29
43.20841,-69.38362000000001,2017-06-13 21:42:02
42.452200000000005,-70.41595000000001,2018-01-18 20:04:26
42.24929,-69.59843,2016-12-29 12:05:04
43.24496,-69.35088,2017-06-13 22:52:45
42.49054,-70.39474,2018-01-18 21:10:58
42.231660000000005,-70.01255,2016-12-29 13:02:53
43.18014,-69.3915,2017-06-14 09:30:21
43.06593,-70.07778,2018-01-19 12:09:50
43.15161,-69.31814,2017-06-14 10:57:53
43.04317,-70.02515,2018-01-19 13:26:35
42.15835,-70.27892,2017-01-02 12:20:28
43.08721,-69.31475999999999,2017-06-14 12:24:43
43.00967,-69.57933,2018-01-19 14:46:35
42.148909999999994,-70.18623,2017-01-02 13:57:10
43.08745,-69.36607,2017-06-14 13:29:23
42.58375,-70.07595,2018-01-19 16:54:17
42.1837,-70.34404,2017-01-02 16:14:30
42.49089,-70.12334,2018-01-19 18:45:58
42.14433,-70.36861,2017-01-02 17:59:47
42.197449999999996,-70.43988,2017-06-24 10:01:45
42.07383,-70.34423,2017-01-02 19:32:18
42.265,-70.51364,2017-06-24 12:12:27
42.05546999999999,-70.18707,2018-01-22 12:51:32
42.28970999999999,-70.46,2017-06-24 13:48:58
42.0546,-70.22442,2018-01-22 14:07:03
42.28303,-70.38261,2017-06-24 15:13:32
42.08988,-70.26354,2018-01-22 15:10:14
42.08357,-70.06323,2017-01-06 13:49:44
42.389430000000004,-70.27722,2017-06-24 17:27:53
42.14606,-70.32241,2018-01-22 16:36:41
42.054269999999995,-70.14853,2017-01-06 15:50:02
42.47235,-70.3351,2017-06-24 19:33:23
42.08725999999999,-70.3689,2018-01-22 18:25:06
41.599700000000006,-70.1379,2017-01-06 17:15:14
42.4692,-70.39834,2017-06-24 20:58:06
41.52778,-70.18304,2017-01-06 18:52:13
42.50405,-70.45957,2017-06-24 22:40:22
42.407700000000006,-69.5859,2018-01-28 13:59:58
41.530010000000004,-70.23944,2017-01-06 20:11:22
42.52947,-70.37729,2017-06-25 09:43:56
42.45735,-69.56235,2018-01-28 15:22:10
42.002700000000004,-70.26574,2017-01-06 21:40:32
42.57102,-70.2692,2017-06-25 11:30:56
42.49892,-70.09366,2017-06-25 14:04:53
43.08747,-70.17640999999999,2018-01-31 16:20:11
42.47989,-70.43703000000001,2017-01-12 16:18:52
42.48526,-70.21879,2017-06-25 16:38:03
43.03456,-70.1662,2018-01-31 17:36:24
42.43488,-70.1844,2017-06-25 18:16:47
42.49524,-70.36064999999999,2017-01-12 17:56:05
42.34067,-70.24816,2017-06-25 20:08:04
42.523990000000005,-70.28298,2017-01-12 19:38:45
42.20723,-70.28408,2017-06-27 10:10:02
43.290079999999996,-69.32749,2017-01-14 15:13:45
42.16565,-70.24083999999999,2017-06-27 12:03:03
43.22588,-69.40018,2017-01-14 17:12:36
42.17469,-70.17976,2017-06-27 13:26:59
43.16023,-69.33964,2017-01-14 19:17:14
42.14284,-70.18796,2017-06-27 14:22:40
42.178490000000004,-70.12687,2017-06-27 16:06:14
42.17812,-70.06815999999999,2017-06-27 17:35:04
42.11485,-70.04975999999999,2017-06-27 19:11:16
43.13062,-69.59328000000001,2017-01-15 14:12:41
42.28543,-69.57489,2017-06-27 22:21:11
43.111909999999995,-69.57201,2017-01-15 15:07:53
42.41492,-69.57994,2017-06-28 09:29:34
43.093270000000004,-70.09392,2017-01-15 17:32:54
42.37992,-70.0308,2017-06-28 11:12:51
43.04319,-70.12068000000001,2017-01-15 18:48:42
42.323209999999996,-70.12973,2017-06-28 13:50:45
42.08063,-70.33987,2017-07-05 10:51:53
42.22338,-70.05711000000001,2017-01-19 14:54:59
42.023770000000006,-70.34634,2017-07-05 12:07:56
42.2734,-70.05203999999999,2017-01-19 16:46:26
41.587669999999996,-70.28675,2017-07-05 13:41:30
42.21895000000001,-69.52082999999999,2017-01-19 19:16:47
41.553549999999994,-70.24327,2017-07-05 14:56:58
42.23883,-69.31137,2017-01-20 12:39:39
41.5608,-70.18984,2017-07-05 16:03:21
42.2397,-69.36122999999999,2017-01-20 13:57:01
42.012910000000005,-70.15876,2017-07-05 17:54:56
42.34109,-69.34841999999999,2017-01-20 16:25:43
42.015420000000006,-70.21663,2017-07-05 19:04:17
42.41101,-69.34167000000001,2017-01-20 18:15:19
42.04351,-70.25231,2017-07-05 20:07:10
42.41425,-69.40509,2017-01-20 19:44:59
42.12985,-70.28304,2017-07-05 21:50:13
42.05985,-70.02306,2017-07-06 09:34:05
42.30604,-70.43317,2017-01-29 12:48:34
42.1976,-70.10625,2017-07-06 12:03:34
42.33504,-70.26597,2017-01-29 14:52:24
42.2785,-70.18969,2017-07-06 13:49:26
42.33132,-70.18839,2017-01-29 16:36:24
42.243860000000005,-70.23482,2017-07-06 15:17:55
42.40965,-70.18081000000001,2017-01-29 18:30:43
42.2034,-70.31390999999999,2017-07-06 17:03:09
42.496,-70.09219,2017-01-29 21:29:36
42.195029999999996,-70.35216,2017-07-06 18:22:02
43.03384,-69.34186,2017-01-30 12:18:36
43.053630000000005,-69.41992,2017-01-30 14:26:48
42.37644,-70.31425,2017-07-10 12:21:19
43.03551,-69.49511000000001,2017-01-30 16:21:25
42.41984,-70.32478,2017-07-10 13:57:37
42.54277,-69.44848,2017-01-30 18:24:38
42.4548,-70.36449999999999,2017-07-10 15:21:56
42.53332,-69.39954,2017-01-30 19:39:20
42.53008,-70.36478,2017-07-10 17:01:44
42.505860000000006,-69.33085,2017-01-30 21:08:45
43.03184,-70.23144,2017-07-10 19:35:05
42.520900000000005,-70.03074,2017-01-31 12:38:04
43.19207,-70.11233,2017-07-11 09:59:17
42.45043,-70.11180999999999,2017-01-31 16:54:35
43.17677,-70.06384,2017-07-11 11:34:31
43.23907,-70.14735999999999,2017-07-11 13:58:16
43.25018,-70.05431,2017-07-11 15:40:58
43.27935,-70.02491,2017-07-11 16:47:38
43.26199,-69.57743,2017-07-11 18:01:10
43.20353,-69.57964,2017-07-11 19:39:16
43.266450000000006,-69.51097,2017-07-11 21:33:24
43.28463,-69.43832,2017-07-11 22:56:38
43.2066,-69.44333999999999,2017-07-12 09:28:55
43.197399999999995,-69.38626000000001,2017-07-12 10:47:21
43.102700000000006,-69.45456,2017-07-12 13:27:26
43.04494,-69.50261,2017-07-12 14:49:47
42.39248,-70.27234,2017-07-18 12:40:00
42.486760000000004,-70.22558,2017-07-18 14:43:45
42.51937,-70.18311,2017-07-18 17:04:27
42.50639,-70.10522,2017-07-18 18:48:19
42.50095999999999,-70.05145999999999,2017-07-18 20:05:22
42.513940000000005,-69.56924,2017-07-18 22:01:18
43.06618,-70.06934,2017-07-19 09:07:51
43.12162,-69.53232,2017-07-19 11:27:09
42.460060000000006,-70.01076,2017-07-19 15:54:21
42.384229999999995,-70.00304,2017-07-19 17:38:38
42.335249999999995,-70.00784,2017-07-19 19:06:05
42.33159,-70.08449999999999,2017-07-19 20:50:05
42.383410000000005,-70.0598,2017-07-19 22:11:10
42.392759999999996,-70.1103,2017-07-19 23:38:13
42.38708,-70.1589,2017-07-20 09:39:54
42.34079,-70.24309,2017-07-20 11:20:28
42.24786,-70.30968,2017-07-20 13:25:40
42.14278,-70.36995,2018-04-03 10:21:14
42.11675,-70.33279999999999,2018-04-03 11:24:38
42.14598,-70.26202,2018-04-03 12:39:47
42.12155,-70.12756,2018-04-03 14:44:46
42.22648,-70.21046,2018-04-03 16:51:49
42.032250000000005,-70.18573,2018-04-05 12:01:53
41.58742,-70.12373,2018-04-05 13:33:49
41.53323,-70.11532,2018-04-05 14:58:12
41.55811,-70.28994,2018-04-05 18:21:07
42.03513,-70.29359000000001,2018-04-05 20:12:06
42.06085,-70.31365,2018-04-05 21:28:55
43.08755,-70.18721,2018-04-09 18:41:00
43.23788,-70.14568,2018-04-09 22:20:15
43.28978,-70.06269,2018-04-10 10:41:39
43.28536,-69.44145999999999,2018-04-10 14:24:30
43.275659999999995,-69.37826,2018-04-10 15:42:02
43.21957999999999,-69.32859,2018-04-10 17:16:29
43.18071,-69.37329,2018-04-10 18:36:18
43.18383,-69.43647,2018-04-10 19:54:59
43.188010000000006,-69.49368,2018-04-10 21:16:39
43.1501,-69.52781,2018-04-10 22:30:58
43.10179,-69.41278,2018-04-11 10:06:14
43.06567,-69.4861,2018-04-11 11:42:41
43.05256,-69.57841,2018-04-11 13:17:37
43.09371,-70.00622,2018-04-11 14:41:16
43.09736,-70.05688,2018-04-11 15:51:21
42.2388,-70.49288,2018-04-18 10:48:49
42.2522,-70.39198,2018-04-18 12:39:23
42.327439999999996,-70.44336,2018-04-18 15:03:14
42.34165,-70.35835,2018-04-18 16:20:27
42.39126,-70.27608000000001,2018-04-18 18:00:12
42.470510000000004,-70.37603,2018-04-18 20:24:55
42.532,-70.33755000000001,2018-04-18 22:52:35
42.52868,-70.33201,2018-04-18 23:05:18
43.04862,-70.12508,2018-04-19 10:24:14
43.001940000000005,-70.02589,2018-04-19 12:09:46
42.544889999999995,-69.56881,2018-04-19 13:41:54
42.54849,-70.21219,2018-04-19 16:53:50
42.5891,-70.30225999999999,2018-04-19 18:41:25
42.531850000000006,-70.27858,2018-04-19 20:03:22
42.30848,-70.27718,2018-04-23 11:43:34
42.35795,-70.22465,2018-04-23 13:36:00
42.40812,-70.13468,2018-04-23 15:27:23
42.423190000000005,-70.11659,2018-04-23 17:43:00
42.40968,-69.59720999999999,2018-04-23 19:29:36
42.37158,-70.01519,2018-04-23 20:40:45
42.26249,-69.55963,2018-04-23 22:44:33
42.03485,-70.00592,2018-04-24 10:25:50
42.0607,-70.02996,2018-04-24 11:20:42
42.159549999999996,-70.0343,2018-04-24 13:25:13
42.20615,-70.06245,2018-04-24 15:20:51
42.23416,-70.09727,2018-04-24 16:33:32
42.11132,-70.30246,2018-05-01 10:43:01
42.04918,-70.32927,2018-05-01 12:19:36
41.57187,-70.28703,2018-05-01 13:57:31
41.571760000000005,-70.23082000000001,2018-05-04 11:22:00
41.50334,-70.182,2018-05-04 12:58:47
42.0071,-70.20776,2018-05-04 15:15:04
42.05027,-70.1868,2018-05-04 16:32:26
42.08326,-70.04346,2018-05-04 18:38:39
42.118159999999996,-70.08837,2018-05-04 20:04:24
42.57371,-70.02889,2018-05-08 16:39:48
43.01267,-70.08802,2018-05-08 18:15:10
43.02028,-69.51786,2018-05-08 20:54:46
43.04513,-69.50411,2018-05-08 21:56:07
43.04423,-69.45779,2018-05-08 23:14:56
43.077299999999994,-69.3405,2018-05-09 10:11:25
43.10133,-69.41322,2018-05-09 12:04:09
43.13042,-69.40607,2018-05-09 13:22:06
43.123180000000005,-69.48077,2018-05-09 14:54:07
43.11998,-69.49659,2018-05-09 16:54:44
43.12136,-69.58613,2018-05-09 18:59:19
43.17821,-69.57616,2018-05-09 20:37:57
43.22785,-69.54149000000001,2018-05-09 22:01:04
43.24642,-70.14289,2018-05-10 09:50:00
43.20344,-70.08975000000001,2018-05-10 11:32:45
43.15409,-70.15201,2018-05-10 13:07:46
43.1347,-70.10696,2018-05-10 14:22:31
42.24624,-70.23368,2018-05-17 11:02:33
42.31416,-70.07824,2018-05-17 13:39:55
42.27623,-70.04767,2018-05-17 14:53:36
42.289139999999996,-70.00963,2018-05-17 16:07:56
42.2235,-70.00779,2018-05-17 17:56:01
42.22522,-70.10292,2018-05-17 20:01:55
42.204750000000004,-70.26092,2018-05-17 22:29:36
42.36304,-70.16371,2018-05-21 12:37:23
42.373999999999995,-70.08309,2018-05-21 14:36:51
42.38626,-70.05822,2018-05-21 15:30:48
42.38712,-69.5863,2018-05-21 17:00:24
42.46952,-69.56954999999999,2018-05-21 19:18:01
42.50189,-70.04013,2018-05-21 21:00:06
42.55237,-70.15825,2018-05-21 23:11:23
42.512879999999996,-70.44735,2018-05-22 10:24:01
42.51209,-70.44743,2018-05-22 10:29:51
42.48689,-70.40498,2018-05-22 11:40:26
42.49646,-70.35797,2018-05-22 13:00:57
42.49541,-70.27795,2018-05-22 14:36:30
42.498310000000004,-70.21936,2018-05-22 16:00:09
42.44765,-70.26113000000001,2018-05-22 17:32:56
42.44293,-70.3595,2018-05-22 19:05:02
42.31403,-70.34738,2018-05-23 10:10:01
42.25014,-70.48582999999999,2018-05-23 13:15:18
42.225550000000005,-70.39936,2018-05-23 14:46:12
42.20579,-70.36546,2018-05-23 15:43:04
42.164260000000006,-70.3317,2018-05-23 16:51:58
42.392889999999994,-70.27144,2018-06-11 12:54:15
42.37792,-70.15503,2018-06-11 15:15:14
42.41497999999999,-70.09662,2018-06-11 16:51:59
42.47715,-70.19458,2018-06-11 18:46:44
42.5359,-70.23020000000001,2018-06-11 20:08:55
42.57558,-70.23698,2018-06-11 21:43:38
42.48195,-70.4505,2018-06-12 10:57:26
42.43027,-70.41296,2018-06-12 12:21:03
42.47345,-70.39269,2018-06-12 13:45:36
42.43701,-70.33156,2018-06-12 15:27:14
42.28407,-70.37731,2018-06-12 19:55:28
42.27124,-70.47722,2018-06-13 11:01:44
42.22348,-70.42697,2018-06-13 12:59:01
42.20741,-70.36736,2018-06-13 14:14:11
42.23402,-70.31417,2018-06-13 15:37:42
42.27609,-70.26997,2018-06-13 18:00:30
42.17202,-70.26664,2018-06-13 20:25:36
42.52245,-70.06993,2018-06-19 15:23:21
42.55825,-69.57515000000001,2018-06-19 17:34:03
43.00331,-69.58319,2018-06-19 18:51:34
43.033249999999995,-69.50791,2018-06-19 20:33:01
43.04428,-69.40356,2018-06-19 22:49:39
43.085640000000005,-69.3151,2018-06-20 10:42:08
43.134899999999995,-69.44972,2018-06-20 13:08:45
43.15994,-69.35744,2018-06-20 15:04:33
43.23356,-69.43592,2018-06-20 17:27:12
43.24449,-69.48427,2018-06-20 18:36:25
43.24917000000001,-69.57039,2018-06-20 20:20:08
43.27861,-69.54832,2018-06-20 21:35:10
43.23699,-70.14468,2018-06-21 09:42:43
43.20755,-70.04793,2018-06-21 11:38:21
43.09365,-70.17806,2018-06-21 14:21:34
43.07175,-70.10599,2018-06-21 15:36:58
43.05978,-70.04597,2018-06-21 16:51:59
42.36469,-70.06797,2018-06-26 13:30:34
42.314440000000005,-70.02684,2018-06-26 15:14:29
42.32498,-69.55933,2018-06-26 17:02:09
42.29035,-70.04761,2018-06-26 19:16:11
42.236450000000005,-70.09103,2018-06-26 20:43:05
42.18533,-70.12656,2018-06-26 22:14:24
42.071369999999995,-70.13846,2018-06-27 10:05:22
42.110609999999994,-70.11035,2018-06-27 11:26:41
42.02069,-70.17395,2018-06-27 13:37:12
41.57701,-70.16554000000001,2018-06-27 14:46:26
41.5289,-70.13201,2018-06-27 16:23:24
41.532219999999995,-70.18493000000001,2018-06-27 17:22:57
42.06839,-70.22641,2018-06-27 19:41:54
42.10237,-70.25929000000001,2018-06-27 20:45:16
42.36117,-70.22424,2018-07-09 12:34:01
42.38781,-70.22971,2018-07-09 13:36:52
42.39153,-70.27351,2018-07-09 15:16:07
42.46384,-70.34707999999999,2018-07-09 17:19:04
42.46817,-70.35302,2018-07-09 17:33:14
42.43244,-70.38664,2018-07-09 19:08:31
42.45406,-70.4479,2018-07-09 20:23:11
42.48982,-70.45176000000001,2018-07-09 21:21:35
42.533069999999995,-70.3758,2018-07-09 22:54:59
42.54459,-70.29718,2018-07-10 10:14:04
42.55625,-70.20729999999999,2018-07-10 11:53:19
42.55014,-70.09222,2018-07-10 14:23:14
42.52464,-70.03245,2018-07-10 15:51:51
42.484840000000005,-69.59011000000001,2018-07-10 17:11:21
42.454989999999995,-70.08661000000001,2018-07-10 19:32:14
42.33107,-70.05489,2018-07-16 13:41:13
42.401379999999996,-69.56024000000001,2018-07-16 15:44:43
42.33817,-69.55547,2018-07-16 17:25:55
42.18633,-70.0226,2018-07-16 20:21:11
42.101890000000004,-70.01827,2018-07-16 22:30:25
42.110079999999996,-70.05726,2018-07-16 23:30:06
42.12699,-70.18437,2018-07-17 09:57:57
42.0951,-70.20351,2018-07-17 11:30:08
42.00153,-70.16602,2018-07-17 13:33:55
41.556099999999994,-70.18014,2018-07-17 14:52:03
41.52615,-70.22336,2018-07-17 16:01:01
42.00743000000001,-70.2661,2018-07-17 17:34:54
42.01957,-70.33908000000001,2018-07-17 19:30:08
42.16404000000001,-70.25589,2018-07-18 10:28:55
42.19814,-70.18038,2018-07-18 12:33:31
42.23116,-70.23218,2018-07-18 13:47:23
42.22680999999999,-70.31227,2018-07-18 15:08:08
42.27623,-70.38378,2018-07-18 16:47:11
42.241989999999994,-70.49212,2018-07-18 18:34:32
42.1987,-70.4459,2018-07-18 19:42:58
42.548370000000006,-69.59957,2018-07-24 15:36:58
42.591570000000004,-70.01852,2018-07-24 16:48:36
43.056999999999995,-70.04367,2018-07-24 18:29:01
43.117349999999995,-70.03797,2018-07-24 19:41:09
43.16848,-69.57432,2018-07-24 21:27:13
43.24445,-69.54863999999999,2018-07-24 23:07:59
43.201080000000005,-69.50051,2018-07-25 10:18:31
43.18035,-69.39033,2018-07-25 12:29:35
43.15269,-69.31671999999999,2018-07-25 14:07:24
43.10774000000001,-69.33541,2018-07-25 15:51:49
43.10069000000001,-69.4093,2018-07-25 17:16:24
43.09969,-69.42102,2018-07-25 18:00:32
43.087120000000006,-69.47785,2018-07-25 19:18:19
43.12094,-69.51083,2018-07-25 20:58:24
43.09725,-70.18554,2018-07-26 10:13:27
43.05028,-70.17284,2018-07-26 11:48:11
